Bidder,Submission,Bid
spc-37,372,yes
spc-37,391,yes
spc-37,394,yes
spc-37,399,yes
spc-37,402,yes
spc-37,423,yes
spc-37,429,yes
spc-37,454,yes
spc-37,467,yes
spc-37,473,yes
spc-37,475,yes
spc-37,507,yes
spc-37,519,yes
spc-38,108,conflict
spc-38,18,maybe
spc-38,102,maybe
spc-38,384,maybe
spc-38,6,yes
spc-38,9,yes
spc-38,12,yes
spc-38,13,yes
spc-38,15,yes
spc-38,30,yes
spc-38,50,yes
spc-38,98,yes
spc-38,111,yes
spc-38,118,yes
spc-38,137,yes
spc-38,147,yes
spc-38,154,yes
spc-38,174,yes
spc-38,216,yes
spc-38,234,yes
spc-38,289,yes
spc-38,308,yes
spc-38,328,yes
spc-38,353,yes
spc-38,410,yes
spc-38,435,yes
spc-38,453,yes
spc-38,457,yes
spc-38,488,yes
spc-38,524,yes
spc-39,16,yes
spc-39,43,yes
spc-39,63,yes
spc-39,82,yes
spc-39,114,yes
spc-39,167,yes
spc-39,248,yes
spc-39,311,yes
spc-39,344,yes
spc-39,380,yes
spc-39,385,yes
spc-39,400,yes
spc-39,403,yes
spc-39,418,yes
spc-39,419,yes
spc-40,10,maybe
spc-40,155,maybe
spc-40,165,maybe
spc-40,181,maybe
spc-40,193,maybe
spc-40,217,maybe
spc-40,226,maybe
spc-40,254,maybe
spc-40,326,maybe
spc-40,400,maybe
spc-40,476,maybe
spc-40,64,yes
spc-40,112,yes
spc-40,246,yes
spc-40,249,yes
spc-40,268,yes
spc-40,276,yes
spc-40,465,yes
spc-40,510,yes
spc-41,12,conflict
spc-41,28,conflict
spc-41,60,conflict
spc-41,70,conflict
spc-41,74,conflict
spc-41,152,conflict
spc-41,155,conflict
spc-41,165,conflict
spc-41,186,conflict
spc-41,212,conflict
spc-41,220,conflict
spc-41,249,conflict
spc-41,276,conflict
spc-41,364,conflict
spc-41,456,conflict
spc-41,16,maybe
spc-41,68,maybe
spc-41,123,maybe
spc-41,124,maybe
spc-41,131,maybe
spc-41,144,maybe
spc-41,156,maybe
spc-41,239,maybe
spc-41,243,maybe
spc-41,326,maybe
spc-41,400,maybe
spc-41,404,maybe
spc-41,426,maybe
spc-41,469,maybe
spc-41,476,maybe
spc-41,494,maybe
spc-41,34,yes
spc-41,54,yes
spc-41,73,yes
spc-41,112,yes
spc-41,113,yes
spc-41,157,yes
spc-41,193,yes
spc-41,217,yes
spc-41,246,yes
spc-41,268,yes
spc-41,334,yes
spc-41,406,yes
spc-41,443,yes
spc-42,483,conflict
spc-42,235,maybe
spc-42,326,maybe
spc-42,378,maybe
spc-42,379,maybe
spc-42,382,maybe
spc-42,398,maybe
spc-42,413,maybe
spc-42,448,maybe
spc-42,497,maybe
spc-42,162,yes
spc-42,274,yes
spc-42,300,yes
spc-42,376,yes
spc-42,484,yes
spc-43,194,conflict
spc-43,247,conflict
spc-43,252,conflict
spc-43,39,maybe
spc-43,119,maybe
spc-43,143,maybe
spc-43,153,maybe
spc-43,155,maybe
spc-43,178,maybe
spc-43,223,maybe
spc-43,373,maybe
spc-43,403,maybe
spc-43,422,maybe
spc-43,434,maybe
spc-43,454,maybe
spc-43,455,maybe
spc-43,461,maybe
spc-43,9,yes
spc-43,17,yes
spc-43,44,yes
spc-43,60,yes
spc-43,67,yes
spc-43,91,yes
spc-43,95,yes
spc-43,134,yes
spc-43,187,yes
spc-43,190,yes
spc-43,196,yes
spc-43,260,yes
spc-43,299,yes
spc-43,317,yes
spc-43,320,yes
spc-43,343,yes
spc-43,372,yes
spc-43,394,yes
spc-43,418,yes
spc-43,473,yes
spc-43,477,yes
spc-43,491,yes
spc-43,512,yes
spc-43,519,yes
spc-43,526,yes
spc-44,75,conflict
spc-44,220,conflict
spc-44,231,conflict
spc-44,276,conflict
spc-44,344,conflict
spc-44,417,conflict
spc-44,432,conflict
spc-44,454,conflict
spc-44,14,maybe
spc-44,82,maybe
spc-44,83,maybe
spc-44,113,maybe
spc-44,124,maybe
spc-44,131,maybe
spc-44,138,maybe
spc-44,151,maybe
spc-44,166,maybe
spc-44,266,maybe
spc-44,285,maybe
spc-44,290,maybe
spc-44,340,maybe
spc-44,368,maybe
spc-44,380,maybe
spc-44,404,maybe
spc-44,407,maybe
spc-44,451,maybe
spc-44,506,maybe
spc-44,8,yes
spc-44,16,yes
spc-44,34,yes
spc-44,43,yes
spc-44,63,yes
spc-44,114,yes
spc-44,136,yes
spc-44,225,yes
spc-44,382,yes
spc-44,403,yes
spc-44,504,yes
spc-45,40,conflict
spc-45,48,maybe
spc-45,134,maybe
spc-45,222,maybe
spc-45,234,maybe
spc-45,252,maybe
spc-45,461,maybe
spc-45,473,maybe
spc-45,45,yes
spc-45,187,yes
spc-45,198,yes
spc-45,260,yes
spc-45,337,yes
spc-45,402,yes
spc-45,440,yes
spc-45,489,yes
spc-45,519,yes
spc-46,3,maybe
spc-46,19,maybe
spc-46,49,maybe
spc-46,76,maybe
spc-46,80,maybe
spc-46,132,maybe
spc-46,138,maybe
spc-46,150,maybe
spc-46,175,maybe
spc-46,186,maybe
spc-46,229,maybe
spc-46,257,maybe
spc-46,263,maybe
spc-46,269,maybe
spc-46,335,maybe
spc-46,390,maybe
spc-46,482,maybe
spc-46,27,yes
spc-46,37,yes
spc-46,149,yes
spc-46,225,yes
spc-46,461,yes
spc-46,468,yes
spc-46,479,yes
spc-46,490,yes
spc-46,511,yes
spc-47,379,maybe
spc-47,16,yes
spc-47,40,yes
spc-47,87,yes
spc-47,111,yes
spc-47,154,yes
spc-47,162,yes
spc-47,167,yes
spc-47,189,yes
spc-47,219,yes
spc-47,236,yes
spc-47,267,yes
spc-47,273,yes
spc-47,369,yes
spc-47,373,yes
spc-47,376,yes
spc-47,398,yes
spc-47,426,yes
spc-47,448,yes
spc-47,497,yes
spc-48,126,conflict
spc-48,218,conflict
spc-48,326,conflict
spc-48,368,conflict
spc-48,481,conflict
spc-48,41,maybe
spc-48,133,maybe
spc-48,146,maybe
spc-48,149,maybe
spc-48,208,maybe
spc-48,210,maybe
spc-48,222,maybe
spc-48,284,maybe
spc-48,309,maybe
spc-48,346,maybe
spc-48,361,maybe
spc-48,376,maybe
spc-48,378,maybe
spc-48,398,maybe
spc-48,419,maybe
spc-48,423,maybe
spc-48,453,maybe
spc-48,457,maybe
spc-48,463,maybe
spc-48,475,maybe
spc-48,497,maybe
spc-48,524,maybe
spc-48,160,yes
spc-48,234,yes
spc-48,236,yes
spc-48,259,yes
spc-48,353,yes
spc-48,358,yes
spc-48,402,yes
spc-48,438,yes
spc-48,459,yes
spc-48,501,yes
spc-49,9,conflict
spc-49,10,conflict
spc-49,41,conflict
spc-49,126,conflict
spc-49,204,conflict
spc-49,218,conflict
spc-49,243,conflict
spc-49,280,conflict
spc-49,326,conflict
spc-49,355,conflict
spc-49,368,conflict
spc-49,371,conflict
spc-49,377,conflict
spc-49,481,conflict
spc-49,4,maybe
spc-49,23,maybe
spc-49,35,maybe
spc-49,53,maybe
spc-49,87,maybe
spc-49,95,maybe
spc-49,111,maybe
spc-49,148,maybe
spc-49,179,maybe
spc-49,180,maybe
spc-49,183,maybe
spc-49,198,maybe
spc-49,200,maybe
spc-49,203,maybe
spc-49,207,maybe
spc-49,265,maybe
spc-49,271,maybe
spc-49,278,maybe
spc-49,282,maybe
spc-49,288,maybe
spc-49,289,maybe
spc-49,315,maybe
spc-49,322,maybe
spc-49,332,maybe
spc-49,383,maybe
spc-49,399,maybe
spc-49,401,maybe
spc-49,426,maybe
spc-49,454,maybe
spc-49,460,maybe
spc-49,471,maybe
spc-49,489,maybe
spc-49,491,maybe
spc-49,1,yes
spc-49,15,yes
spc-49,22,yes
spc-49,39,yes
spc-49,50,yes
spc-49,74,yes
spc-49,101,yes
spc-49,139,yes
spc-49,178,yes
spc-49,186,yes
spc-49,192,yes
spc-49,196,yes
spc-49,219,yes
spc-49,222,yes
spc-49,229,yes
spc-49,230,yes
spc-49,281,yes
spc-49,284,yes
spc-49,302,yes
spc-49,314,yes
spc-49,317,yes
spc-49,320,yes
spc-49,356,yes
spc-49,380,yes
spc-49,388,yes
spc-49,423,yes
spc-49,429,yes
spc-49,436,yes
spc-49,444,yes
spc-49,474,yes
spc-49,482,yes
spc-49,526,yes
spc-50,60,conflict
spc-50,86,conflict
spc-50,140,conflict
spc-50,146,conflict
spc-50,160,conflict
spc-50,167,conflict
spc-50,192,conflict
spc-50,231,conflict
spc-50,240,conflict
spc-50,241,conflict
spc-50,298,conflict
spc-50,357,conflict
spc-50,379,conflict
spc-50,429,conflict
spc-50,431,conflict
spc-50,474,conflict
spc-50,45,maybe
spc-50,48,maybe
spc-50,74,maybe
spc-50,95,maybe
spc-50,111,maybe
spc-50,130,maybe
spc-50,154,maybe
spc-50,168,maybe
spc-50,207,maybe
spc-50,252,maybe
spc-50,302,maybe
spc-50,315,maybe
spc-50,337,maybe
spc-50,394,maybe
spc-50,401,maybe
spc-50,409,maybe
spc-50,423,maybe
spc-50,427,maybe
spc-50,447,maybe
spc-50,475,maybe
spc-50,477,maybe
spc-50,519,maybe
spc-50,521,maybe
spc-50,526,maybe
spc-50,17,yes
spc-50,101,yes
spc-50,133,yes
spc-50,134,yes
spc-50,196,yes
spc-50,198,yes
spc-50,199,yes
spc-50,265,yes
spc-50,278,yes
spc-50,294,yes
spc-50,306,yes
spc-50,383,yes
spc-50,386,yes
spc-50,467,yes
spc-51,8,conflict
spc-51,13,conflict
spc-51,29,conflict
spc-51,31,conflict
spc-51,71,conflict
spc-51,164,conflict
spc-51,173,conflict
spc-51,182,conflict
spc-51,197,conflict
spc-51,211,conflict
spc-51,213,conflict
spc-51,263,conflict
spc-51,292,conflict
spc-51,341,conflict
spc-51,381,conflict
spc-51,437,conflict
spc-51,439,conflict
spc-51,42,maybe
spc-51,70,maybe
spc-51,96,maybe
spc-51,115,maybe
spc-51,125,maybe
spc-51,150,maybe
spc-51,208,maybe
spc-51,238,maybe
spc-51,304,maybe
spc-51,428,maybe
spc-51,466,maybe
spc-51,486,maybe
spc-51,496,maybe
spc-51,35,yes
spc-51,46,yes
spc-51,53,yes
spc-51,72,yes
spc-51,109,yes
spc-51,172,yes
spc-51,176,yes
spc-51,200,yes
spc-51,205,yes
spc-51,212,yes
spc-51,240,yes
spc-51,244,yes
spc-51,253,yes
spc-51,255,yes
spc-51,319,yes
spc-51,321,yes
spc-51,327,yes
spc-51,339,yes
spc-51,354,yes
spc-51,363,yes
spc-51,396,yes
spc-51,397,yes
spc-51,405,yes
spc-51,414,yes
spc-51,420,yes
spc-51,432,yes
spc-51,458,yes
spc-51,462,yes
spc-51,487,yes
spc-51,493,yes
spc-51,500,yes
spc-51,505,yes
spc-52,23,conflict
spc-52,147,conflict
spc-52,488,conflict
spc-52,493,conflict
spc-52,15,maybe
spc-52,18,maybe
spc-52,26,maybe
spc-52,98,maybe
spc-52,101,maybe
spc-52,111,maybe
spc-52,128,maybe
spc-52,148,maybe
spc-52,278,maybe
spc-52,314,maybe
spc-52,384,maybe
spc-52,467,maybe
spc-52,489,maybe
spc-52,510,maybe
spc-52,12,yes
spc-52,50,yes
spc-52,74,yes
spc-52,102,yes
spc-52,118,yes
spc-52,137,yes
spc-52,154,yes
spc-52,165,yes
spc-52,166,yes
spc-52,191,yes
spc-52,192,yes
spc-52,196,yes
spc-52,222,yes
spc-52,260,yes
spc-52,265,yes
spc-52,282,yes
spc-52,289,yes
spc-52,292,yes
spc-52,313,yes
spc-52,383,yes
spc-52,435,yes
spc-52,449,yes
spc-52,473,yes
spc-52,507,yes
spc-53,51,conflict
spc-53,94,conflict
spc-53,244,conflict
spc-53,322,conflict
spc-53,387,conflict
spc-53,2,maybe
spc-53,42,maybe
spc-53,52,maybe
spc-53,115,maybe
spc-53,156,maybe
spc-53,164,maybe
spc-53,172,maybe
spc-53,176,maybe
spc-53,200,maybe
spc-53,205,maybe
spc-53,227,maybe
spc-53,238,maybe
spc-53,253,maybe
spc-53,262,maybe
spc-53,327,maybe
spc-53,354,maybe
spc-53,361,maybe
spc-53,381,maybe
spc-53,389,maybe
spc-53,393,maybe
spc-53,405,maybe
spc-53,462,maybe
spc-53,493,maybe
spc-53,32,yes
spc-53,33,yes
spc-53,46,yes
spc-53,47,yes
spc-53,96,yes
spc-53,109,yes
spc-53,117,yes
spc-53,150,yes
spc-53,212,yes
spc-53,251,yes
spc-53,255,yes
spc-53,279,yes
spc-53,319,yes
spc-53,321,yes
spc-53,325,yes
spc-53,350,yes
spc-53,363,yes
spc-53,364,yes
spc-53,396,yes
spc-53,397,yes
spc-53,414,yes
spc-53,442,yes
spc-53,466,yes
spc-53,486,yes
spc-53,487,yes
spc-53,496,yes
spc-53,500,yes
spc-53,505,yes
spc-54,3,conflict
spc-54,80,conflict
spc-54,132,conflict
spc-54,170,conflict
spc-54,177,conflict
spc-54,235,conflict
spc-54,261,conflict
spc-54,273,conflict
spc-54,413,conflict
spc-54,424,conflict
spc-54,14,yes
spc-54,56,yes
spc-54,64,yes
spc-54,87,yes
spc-54,127,yes
spc-54,135,yes
spc-54,143,yes
spc-54,148,yes
spc-54,186,yes
spc-54,257,yes
spc-54,258,yes
spc-54,271,yes
spc-54,280,yes
spc-54,282,yes
spc-54,299,yes
spc-54,313,yes
spc-54,335,yes
spc-54,381,yes
spc-54,388,yes
spc-54,426,yes
spc-54,468,yes
spc-54,479,yes
spc-54,490,yes
spc-54,511,yes
spc-55,125,conflict
spc-55,238,conflict
spc-55,384,conflict
spc-55,13,maybe
spc-55,18,maybe
spc-55,24,maybe
spc-55,25,maybe
spc-55,28,maybe
spc-55,30,maybe
spc-55,32,maybe
spc-55,61,maybe
spc-55,104,maybe
spc-55,172,maybe
spc-55,212,maybe
spc-55,216,maybe
spc-55,279,maybe
spc-55,325,maybe
spc-55,328,maybe
spc-55,350,maybe
spc-55,355,maybe
spc-55,358,maybe
spc-55,363,maybe
spc-55,374,maybe
spc-55,397,maybe
spc-55,414,maybe
spc-55,453,maybe
spc-55,496,maybe
spc-55,524,maybe
spc-55,35,yes
spc-55,46,yes
spc-55,49,yes
spc-55,51,yes
spc-55,96,yes
spc-55,109,yes
spc-55,115,yes
spc-55,150,yes
spc-55,182,yes
spc-55,204,yes
spc-55,205,yes
spc-55,208,yes
spc-55,255,yes
spc-55,361,yes
spc-55,396,yes
spc-55,437,yes
spc-55,487,yes
spc-55,500,yes
spc-55,505,yes
spc-55,518,yes
spc-56,2,conflict
spc-56,220,conflict
spc-56,420,conflict
spc-56,34,maybe
spc-56,124,maybe
spc-56,186,maybe
spc-56,250,maybe
spc-56,263,maybe
spc-56,274,maybe
spc-56,281,maybe
spc-56,288,maybe
spc-56,330,maybe
spc-56,339,maybe
spc-56,376,maybe
spc-56,424,maybe
spc-56,476,maybe
spc-56,497,maybe
spc-56,523,maybe
spc-56,14,yes
spc-56,113,yes
spc-56,144,yes
spc-56,145,yes
spc-56,236,yes
spc-56,326,yes
spc-56,373,yes
spc-56,398,yes
spc-56,404,yes
spc-56,426,yes
spc-56,451,yes
spc-57,80,maybe
spc-57,87,maybe
spc-57,395,maybe
spc-57,14,yes
spc-57,34,yes
spc-57,38,yes
spc-57,76,yes
spc-57,120,yes
spc-57,124,yes
spc-57,135,yes
spc-57,170,yes
spc-57,175,yes
spc-57,185,yes
spc-57,211,yes
spc-57,229,yes
spc-57,269,yes
spc-57,281,yes
spc-57,283,yes
spc-57,288,yes
spc-57,355,yes
spc-57,388,yes
spc-57,424,yes
spc-57,468,yes
spc-57,479,yes
spc-57,485,yes
spc-57,490,yes
spc-57,511,yes
spc-58,74,conflict
spc-58,167,conflict
spc-58,214,conflict
spc-58,223,conflict
spc-58,231,conflict
spc-58,364,conflict
spc-58,373,conflict
spc-58,34,maybe
spc-58,68,maybe
spc-58,144,maybe
spc-58,326,maybe
spc-58,424,maybe
spc-58,426,maybe
spc-58,451,maybe
spc-58,124,yes
spc-58,404,yes
spc-59,22,conflict
spc-59,60,conflict
spc-59,86,conflict
spc-59,146,conflict
spc-59,240,conflict
spc-59,241,conflict
spc-59,298,conflict
spc-59,357,conflict
spc-59,367,conflict
spc-59,411,conflict
spc-59,421,conflict
spc-59,431,conflict
spc-59,522,conflict
spc-59,11,maybe
spc-59,87,maybe
spc-59,94,maybe
spc-59,170,maybe
spc-59,185,maybe
spc-59,205,maybe
spc-59,209,maybe
spc-59,218,maybe
spc-59,248,maybe
spc-59,277,maybe
spc-59,288,maybe
spc-59,300,maybe
spc-59,310,maybe
spc-59,407,maybe
spc-59,459,maybe
spc-59,463,maybe
spc-59,483,maybe
spc-59,16,yes
spc-59,19,yes
spc-59,31,yes
spc-59,38,yes
spc-59,79,yes
spc-59,175,yes
spc-59,178,yes
spc-59,186,yes
spc-59,220,yes
spc-59,224,yes
spc-59,225,yes
spc-59,228,yes
spc-59,269,yes
spc-59,281,yes
spc-59,377,yes
spc-59,382,yes
spc-59,388,yes
spc-59,395,yes
spc-59,429,yes
spc-59,485,yes
spc-59,511,yes
spc-60,28,conflict
spc-60,176,conflict
spc-60,306,conflict
spc-60,327,conflict
spc-60,33,maybe
spc-60,35,maybe
spc-60,47,maybe
spc-60,51,maybe
spc-60,61,maybe
spc-60,96,maybe
spc-60,109,maybe
spc-60,150,maybe
spc-60,164,maybe
spc-60,172,maybe
spc-60,202,maybe
spc-60,213,maybe
spc-60,238,maybe
spc-60,251,maybe
spc-60,253,maybe
spc-60,267,maybe
spc-60,279,maybe
spc-60,322,maybe
spc-60,346,maybe
spc-60,363,maybe
spc-60,387,maybe
spc-60,396,maybe
spc-60,414,maybe
spc-60,442,maybe
spc-60,486,maybe
spc-60,493,maybe
spc-60,500,maybe
spc-60,42,yes
spc-60,46,yes
spc-60,117,yes
spc-60,205,yes
spc-60,212,yes
spc-60,255,yes
spc-60,262,yes
spc-60,304,yes
spc-60,319,yes
spc-60,321,yes
spc-60,339,yes
spc-60,350,yes
spc-60,354,yes
spc-60,361,yes
spc-60,364,yes
spc-60,381,yes
spc-60,397,yes
spc-60,405,yes
spc-60,428,yes
spc-60,458,yes
spc-60,462,yes
spc-60,487,yes
spc-60,505,yes
spc-61,222,conflict
spc-61,432,conflict
spc-61,15,maybe
spc-61,31,maybe
spc-61,38,maybe
spc-61,105,maybe
spc-61,511,maybe
spc-61,110,yes
spc-61,185,yes
spc-61,220,yes
spc-61,225,yes
spc-61,259,yes
spc-61,281,yes
spc-61,382,yes
spc-61,395,yes
spc-61,438,yes
spc-61,440,yes
spc-61,459,yes
spc-61,485,yes
spc-62,12,conflict
spc-62,17,conflict
spc-62,31,conflict
spc-62,45,conflict
spc-62,50,conflict
spc-62,66,conflict
spc-62,147,conflict
spc-62,148,conflict
spc-62,158,conflict
spc-62,196,conflict
spc-62,297,conflict
spc-62,477,conflict
spc-62,525,conflict
spc-62,20,maybe
spc-62,48,maybe
spc-62,74,maybe
spc-62,116,maybe
spc-62,128,maybe
spc-62,140,maybe
spc-62,173,maybe
spc-62,191,maybe
spc-62,241,maybe
spc-62,260,maybe
spc-62,422,maybe
spc-62,475,maybe
spc-62,507,maybe
spc-62,1,yes
spc-62,5,yes
spc-62,26,yes
spc-62,41,yes
spc-62,67,yes
spc-62,93,yes
spc-62,130,yes
spc-62,133,yes
spc-62,146,yes
spc-62,159,yes
spc-62,160,yes
spc-62,171,yes
spc-62,180,yes
spc-62,190,yes
spc-62,199,yes
spc-62,215,yes
spc-62,245,yes
spc-62,290,yes
spc-62,292,yes
spc-62,294,yes
spc-62,303,yes
spc-62,307,yes
spc-62,309,yes
spc-62,318,yes
spc-62,331,yes
spc-62,352,yes
spc-62,383,yes
spc-62,409,yes
spc-62,427,yes
spc-62,436,yes
spc-62,445,yes
spc-62,464,yes
spc-62,514,yes
spc-62,515,yes
spc-63,6,conflict
spc-63,15,conflict
spc-63,60,conflict
spc-63,86,conflict
spc-63,95,conflict
spc-63,107,conflict
spc-63,192,conflict
spc-63,241,conflict
spc-63,298,conflict
spc-63,379,conflict
spc-63,380,conflict
spc-63,431,conflict
spc-63,461,conflict
spc-63,474,conflict
spc-63,475,conflict
spc-63,3,maybe
spc-63,5,maybe
spc-63,17,maybe
spc-63,66,maybe
spc-63,74,maybe
spc-63,127,maybe
spc-63,128,maybe
spc-63,159,maybe
spc-63,171,maybe
spc-63,187,maybe
spc-63,191,maybe
spc-63,201,maybe
spc-63,222,maybe
spc-63,245,maybe
spc-63,252,maybe
spc-63,260,maybe
spc-63,265,maybe
spc-63,271,maybe
spc-63,278,maybe
spc-63,303,maybe
spc-63,315,maybe
spc-63,320,maybe
spc-63,337,maybe
spc-63,343,maybe
spc-63,347,maybe
spc-63,372,maybe
spc-63,383,maybe
spc-63,399,maybe
spc-63,401,maybe
spc-63,417,maybe
spc-63,423,maybe
spc-63,440,maybe
spc-63,454,maybe
spc-63,477,maybe
spc-63,515,maybe
spc-63,101,yes
spc-63,134,yes
spc-63,154,yes
spc-63,166,yes
spc-63,168,yes
spc-63,196,yes
spc-63,198,yes
spc-63,295,yes
spc-63,394,yes
spc-63,467,yes
spc-63,473,yes
spc-63,519,yes
spc-64,35,conflict
spc-64,198,conflict
spc-64,9,maybe
spc-64,59,maybe
spc-64,149,maybe
spc-64,175,maybe
spc-64,176,maybe
spc-64,192,maybe
spc-64,196,maybe
spc-64,222,maybe
spc-64,290,maybe
spc-64,367,maybe
spc-64,425,maybe
spc-64,511,maybe
spc-64,14,yes
spc-64,49,yes
spc-64,68,yes
spc-64,76,yes
spc-64,91,yes
spc-64,111,yes
spc-64,124,yes
spc-64,135,yes
spc-64,143,yes
spc-64,145,yes
spc-64,157,yes
spc-64,167,yes
spc-64,230,yes
spc-64,236,yes
spc-64,271,yes
spc-64,320,yes
spc-64,343,yes
spc-64,349,yes
spc-64,354,yes
spc-64,381,yes
spc-64,385,yes
spc-64,393,yes
spc-64,402,yes
spc-64,404,yes
spc-64,411,yes
spc-64,420,yes
spc-64,426,yes
spc-64,451,yes
spc-64,495,yes
spc-65,2,conflict
spc-65,75,conflict
spc-65,225,conflict
spc-65,231,conflict
spc-65,236,conflict
spc-65,432,conflict
spc-65,478,conflict
spc-65,83,maybe
spc-65,136,maybe
spc-65,184,maybe
spc-65,250,maybe
spc-65,253,maybe
spc-65,326,maybe
spc-65,338,maybe
spc-65,404,maybe
spc-65,416,maybe
spc-65,477,maybe
spc-65,7,yes
spc-65,14,yes
spc-65,34,yes
spc-65,65,yes
spc-65,124,yes
spc-65,144,yes
spc-65,151,yes
spc-65,379,yes
spc-65,516,yes
spc-66,18,maybe
spc-66,346,maybe
spc-66,358,maybe
spc-66,13,yes
spc-66,53,yes
spc-66,126,yes
spc-66,255,yes
spc-66,267,yes
spc-66,280,yes
spc-66,296,yes
spc-66,339,yes
spc-66,353,yes
spc-66,355,yes
spc-66,384,yes
spc-66,453,yes
spc-66,457,yes
spc-66,501,yes
spc-66,524,yes
spc-67,111,conflict
spc-67,191,conflict
spc-67,35,maybe
spc-67,61,maybe
spc-67,126,maybe
spc-67,213,maybe
spc-67,286,maybe
spc-67,308,maybe
spc-67,328,maybe
spc-67,384,maybe
spc-67,510,maybe
spc-67,12,yes
spc-67,13,yes
spc-67,208,yes
spc-67,212,yes
spc-67,216,yes
spc-67,353,yes
spc-67,358,yes
spc-67,361,yes
spc-67,457,yes
spc-67,524,yes
spc-68,8,conflict
spc-68,29,conflict
spc-68,48,conflict
spc-68,294,conflict
spc-68,391,conflict
spc-68,215,maybe
spc-68,67,yes
spc-68,93,yes
spc-68,133,yes
spc-68,146,yes
spc-68,160,yes
spc-68,409,yes
spc-68,445,yes
spc-69,28,conflict
spc-69,30,conflict
spc-69,60,conflict
spc-69,86,conflict
spc-69,152,conflict
spc-69,212,conflict
spc-69,220,conflict
spc-69,241,conflict
spc-69,298,conflict
spc-69,431,conflict
spc-69,13,maybe
spc-69,17,maybe
spc-69,48,maybe
spc-69,66,maybe
spc-69,69,maybe
spc-69,74,maybe
spc-69,101,maybe
spc-69,102,maybe
spc-69,134,maybe
spc-69,147,maybe
spc-69,151,maybe
spc-69,183,maybe
spc-69,187,maybe
spc-69,191,maybe
spc-69,192,maybe
spc-69,222,maybe
spc-69,230,maybe
spc-69,260,maybe
spc-69,263,maybe
spc-69,278,maybe
spc-69,302,maybe
spc-69,306,maybe
spc-69,314,maybe
spc-69,320,maybe
spc-69,329,maybe
spc-69,337,maybe
spc-69,343,maybe
spc-69,372,maybe
spc-69,383,maybe
spc-69,394,maybe
spc-69,399,maybe
spc-69,401,maybe
spc-69,412,maybe
spc-69,423,maybe
spc-69,447,maybe
spc-69,467,maybe
spc-69,473,maybe
spc-69,477,maybe
spc-69,488,maybe
spc-69,526,maybe
spc-69,85,yes
spc-69,95,yes
spc-69,196,yes
spc-69,265,yes
spc-69,489,yes
spc-69,510,yes
spc-70,436,conflict
spc-70,475,conflict
spc-70,5,yes
spc-70,9,yes
spc-70,29,yes
spc-70,39,yes
spc-70,71,yes
spc-70,128,yes
spc-70,130,yes
spc-70,133,yes
spc-70,140,yes
spc-70,146,yes
spc-70,159,yes
spc-70,171,yes
spc-70,173,yes
spc-70,179,yes
spc-70,187,yes
spc-70,196,yes
spc-70,215,yes
spc-70,241,yes
spc-70,245,yes
spc-70,290,yes
spc-70,294,yes
spc-70,307,yes
spc-70,309,yes
spc-70,318,yes
spc-70,331,yes
spc-70,337,yes
spc-70,352,yes
spc-70,372,yes
spc-70,399,yes
spc-70,422,yes
spc-70,445,yes
spc-70,461,yes
spc-70,491,yes
spc-71,22,conflict
spc-71,60,conflict
spc-71,86,conflict
spc-71,140,conflict
spc-71,146,conflict
spc-71,160,conflict
spc-71,240,conflict
spc-71,241,conflict
spc-71,298,conflict
spc-71,357,conflict
spc-71,367,conflict
spc-71,411,conflict
spc-71,421,conflict
spc-71,429,conflict
spc-71,431,conflict
spc-71,522,conflict
spc-71,11,yes
spc-71,15,yes
spc-71,26,yes
spc-71,41,yes
spc-71,45,yes
spc-71,48,yes
spc-71,74,yes
spc-71,83,yes
spc-71,88,yes
spc-71,89,yes
spc-71,101,yes
spc-71,111,yes
spc-71,129,yes
spc-71,130,yes
spc-71,133,yes
spc-71,148,yes
spc-71,179,yes
spc-71,191,yes
spc-71,192,yes
spc-71,196,yes
spc-71,199,yes
spc-71,201,yes
spc-71,210,yes
spc-71,215,yes
spc-71,222,yes
spc-71,242,yes
spc-71,243,yes
spc-71,245,yes
spc-71,260,yes
spc-71,265,yes
spc-71,290,yes
spc-71,292,yes
spc-71,294,yes
spc-71,302,yes
spc-71,303,yes
spc-71,307,yes
spc-71,320,yes
spc-71,337,yes
spc-71,341,yes
spc-71,352,yes
spc-71,370,yes
spc-71,383,yes
spc-71,385,yes
spc-71,399,yes
spc-71,400,yes
spc-71,419,yes
spc-71,423,yes
spc-71,425,yes
spc-71,436,yes
spc-71,467,yes
spc-71,473,yes
spc-71,474,yes
spc-71,475,yes
spc-71,489,yes
spc-71,504,yes
spc-71,507,yes
spc-71,517,yes
spc-71,519,yes
pc-1,144,conflict
pc-1,7,maybe
pc-1,14,maybe
pc-1,184,maybe
pc-1,220,maybe
pc-1,250,maybe
pc-1,256,maybe
pc-1,326,maybe
pc-1,421,maybe
pc-1,426,maybe
pc-1,476,maybe
pc-2,51,conflict
pc-2,94,conflict
pc-2,181,conflict
pc-2,244,conflict
pc-2,251,conflict
pc-2,322,conflict
pc-2,339,conflict
pc-2,370,conflict
pc-2,387,conflict
pc-2,443,conflict
pc-2,458,conflict
pc-2,76,maybe
pc-2,164,maybe
pc-2,176,maybe
pc-2,267,maybe
pc-2,279,maybe
pc-2,346,maybe
pc-2,361,maybe
pc-2,462,maybe
pc-2,42,yes
pc-2,200,yes
pc-2,321,yes
pc-2,327,yes
pc-2,354,yes
